case,household_size,gas_electric_included,gas_method,duel_method,elec_method,heat_electric,heat_gas,heat_oil,heat_solid,heat_solidoil,heat_calor,heat_other,rent_net,rent_service,council_tax,water_charge,sewage_charge,housing_insurance,education_expense,telephone_exp,mobile_exp,comms_expenses,gas_expenses,elec_expenses,duel_energy,tv_a_exp,vehicle_road_tax,vehicle_insurance,internet_wk,insurance_exp,furniture,holiday_UK,cruise_UK,holiday_outside,cruise_outside,domestic_flights,int_flight,gas_meter,duel_prepayment,gas_payment,ctsproxy,council_water,housing_expenses,food_exp,tobacco_exp,alcohol_exp,transport_costs,clothing_exp,total_exp,coffee_exp,tea_exp,sausage_exp,cakes_exp,petrol_exp,tp_exp,jewelry_exp,cosmetics_exp,elec_slot_payment,c45212t,railway_exp,pet_food,pet_acc,gas_slot_payment,gas_bottle_slot,p116t,food_expenses,alcohol_expenses,gross_income,gross_normal,disposable_income,taxes,p515p
1271,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.630865384615383,7.62,NA,2.9095,NA,NA,15.46,8.97,NA,NA,40.85,3.06,0.38,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.14311635510305,161.025,NA,32.115,48.955,17.45,579.918616355103,NA,1.8,0.425,5.79,NA,2.075,2.5,2.5,NA,NA,NA,4.94,1.995,NA,NA,16.1,161.025,32.115,825.26,825.26,713.96,59.13,98.14311635510305
1272,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.087916666666665,12.69,NA,8.3215,NA,NA,17.31,23.77,NA,NA,36.93,3.06,6.9,20.07,NA,27.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.1783526405965,148.17,NA,19.165,93.18,30.355,1033.7218526405964,NA,NA,4.495,2.17,NA,2.395,NA,1.375,NA,NA,NA,7.54,NA,NA,NA,NA,148.17,19.165,1626.56,1915.02,1482.2588,340.4012,281.1783526405965
1273,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,83.375,NA,20.289375,9.23,NA,NA,NA,NA,15,NA,NA,NA,21.46,3.06,NA,NA,9.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.9250742387293,39.95,20,NA,35,18,318.8500742387293,NA,NA,NA,NA,35,2.5,NA,6,NA,NA,NA,2.745,NA,NA,NA,NA,39.95,NA,472.472,472.472,472.472,NA,112.9250742387293
1274,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,63.129583333333336,7.27,NA,6.7265,NA,NA,6.1,3.51,NA,NA,92.08,3.06,0.58,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.2643329095964,81.335,NA,23.185,105.79,8.37,752.1828329095965,NA,NA,6.145,0.9,38.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.335,23.185,2374.89,2374.89,1734.46,453.03,322.2643329095964
1275,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,26.15403846153846,3.23,NA,2.2825,NA,6,NA,NA,8.31,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,NA,NA,83.09181801356056,93.575,NA,13.75,NA,12.35,279.67431801356054,NA,NA,1.95,1.175,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.575,13.75,330.50123076923074,330.50123076923074,330.50123076923074,NA,83.09181801356056
1276,1,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.553,NA,NA,3.69,10.15,NA,4.31,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.917615384615384,53.52,5.48,74.23,15,48.98,288.25961538461536,1.75,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,20.9,4.125,NA,NA,NA,53.52,74.23,730.92,730.92,563.37,96.01,16.917615384615384
1277,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.96180288461538,5.77,NA,1.6005,NA,1.524,1.016,13.15,NA,NA,20.54,3.06,3.46,9.46,NA,NA,NA,NA,NA,34.62,NA,NA,NA,NA,NA,NA,NA,NA,48.656577077607025,123.535,NA,18.145,95.685,49.445,872.0210770776071,2,5,1.61,1.15,NA,NA,NA,114.41,NA,NA,9,NA,NA,NA,NA,NA,123.535,18.145,576.79,576.79,580.33,NA,48.656577077607025
1278,3,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,37.753269230769234,10.74,NA,5.0765,115.38,NA,41.54,27.69,4.62,30,NA,3.06,5.58,16.66,NA,2.69,230.77,NA,NA,269.23,NA,NA,NA,NA,NA,4.62,NA,NA,230.41659210719223,28.67,NA,6.7,113.08,248.83,1147.9350921071923,NA,NA,2.495,0.92,30,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,28.67,6.7,2152.92,2152.92,1613.58,340.45,230.41659210719223
1279,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,31.95182692307692,6.83,NA,1.485,NA,NA,5.08,6.69,NA,NA,24.77,3.06,3.17,7.27,NA,NA,NA,NA,NA,92.31,NA,NA,NA,NA,NA,NA,NA,NA,62.27684509648427,75.39,NA,NA,81.93,65.195,1697.5968450964842,NA,NA,0.425,NA,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.71,75.39,NA,858.902,858.902,762.272,96.63,62.27684509648427
1280,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,36.309230769230766,4.62,NA,1.397,NA,NA,7.39,7.39,NA,NA,23.08,3.06,5.67,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.84633134208545,153.605,NA,23.575,59.59660137791179,23.2,608.8059327199973,NA,NA,NA,2.475,NA,NA,NA,1.495,NA,NA,NA,1.75,NA,NA,NA,NA,153.605,23.575,1739.34,1739.34,1337.62,233.42,140.84633134208545
1281,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1735,NA,4.62,NA,NA,NA,7.69,NA,3.06,3.17,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.250423076923077,141.395,NA,NA,NA,2.72,247.08692307692309,1.895,NA,2.09,1.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.395,NA,599.8278461538462,599.8278461538462,599.8278461538462,NA,26.250423076923077
1282,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30.521570512820514,11.08,NA,1.8205,NA,NA,8.07,NA,NA,NA,41.03,3.06,0.38,13.37,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.9642357,158.375,NA,21.95,110.1804661897069,47.965,611.5342018897069,5.44,NA,NA,0.625,32.885,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,1.745,158.375,21.95,1210.6361538461538,1210.6361538461538,1080.0161538461539,86.54,121.9642357
1283,3,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,93.93,NA,20.78480769230769,3.69,NA,NA,NA,NA,NA,23.78,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,98.61697672005258,54.72,NA,NA,NA,8.405,203.21928441236028,NA,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,4.09,NA,NA,NA,NA,54.72,NA,340.622,340.622,340.622,NA,98.61697672005258
1284,3,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,101.53846153846152,NA,26.348269230769233,7.62,NA,NA,NA,NA,NA,23.08,NA,NA,NA,3.06,0.58,12.92,NA,NA,0.62,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,136.7694641366581,89.56,NA,NA,87.515,20.945,487.35946413665806,NA,0.5,NA,NA,35.745,2.84,NA,4.475,NA,NA,NA,1.84,2.125,NA,NA,NA,89.56,NA,601.59,561.97,518.12,23.08,136.7694641366581
1285,2,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.630865384615383,6.7,NA,1.254,NA,NA,4.51,9.44,NA,NA,23.85,NA,2.85,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.34716943065385,40.685,NA,NA,38.96,7.895,184.20316943065384,NA,NA,2.5,0.745,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,40.685,NA,530.31,536.82,493.8578,26.3122,55.34716943065385
1286,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,53.41733974358974,8.89,NA,1.375,NA,NA,4.61,27.12,NA,NA,47.21,3.06,3.26,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.47948657322505,169.005,15.455,NA,49.22721901684745,24.255,780.2117055900725,3.445,NA,3.6,10.925,22.9,NA,NA,9.2,NA,NA,NA,4,8,NA,NA,8.995,169.005,NA,1533.1481538461537,1533.1481538461537,1464.3881538461537,12.33,138.47948657322505
1287,2,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1185,NA,NA,4.27,NA,NA,NA,NA,3.06,8.18,14.04,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.503115384615384,180.575,NA,82.175,248.3,220.37,940.0796153846154,NA,NA,3.85,3.14,65.285,3.825,NA,NA,NA,NA,NA,5.115,24.985,NA,NA,5.5,180.575,82.175,1648.53,1648.53,1331.28,197.48,21.503115384615384
1288,2,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,40.35375,12.89,NA,5.709,NA,NA,10.78,13.15,NA,15.5,NA,3.06,3.75,7.23,NA,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2902090055469,23.615,NA,NA,47.515,NA,208.69620900554688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.615,NA,994.5381538461539,994.5381538461539,834.1681538461539,118.32,58.2902090055469
1289,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26.96907051282051,7.4,NA,NA,NA,NA,10.14,8.08,NA,NA,11.11,3.06,3.35,15.46,NA,NA,101.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5181167599767,68.6669569087732,17.9,NA,25.135,204.88,935.8029057547345,NA,NA,NA,0.475,NA,1.645,2.293478454386601,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6669569087732,NA,1214.35,1226.85,1086.04,78.83,89.5181167599767
1290,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0.62,NA,12.523846153846153,NA,3.1626923076923075,NA,NA,NA,NA,6.92,NA,NA,35.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,22.50892909735167,43.33,NA,NA,NA,11.685,142.72392909735166,NA,3,NA,1.75,NA,NA,NA,NA,NA,NA,NA,5.19,3.495,NA,NA,NA,43.33,NA,177.48815384615384,177.48815384615384,177.48815384615384,NA,22.50892909735167
1291,2,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,7.43076923076923,NA,24.197307692307692,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,35.705699276649455,104.805,NA,NA,1.25,11.165,217.55569927664945,NA,NA,1.5,1.505,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.805,NA,383.85630769230767,383.85630769230767,383.85630769230767,NA,35.705699276649455
1292,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.85948717948718,10.77,NA,1.122,NA,NA,9.76,8.54,NA,NA,31.51,3.06,2.4,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.75818114039538,105.065,NA,12.045,84.34,24.185,582.6561811403953,3.1,NA,NA,3.045,50.175,NA,NA,NA,NA,NA,19.35,2.975,NA,NA,NA,NA,105.065,12.045,813.91,813.91,722.61,49.62,135.75818114039538
1293,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,39.231057692307694,7.85,NA,2.541,NA,NA,5.77,18,NA,NA,35.89,3.06,6.35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.948687744312366,105.055,NA,NA,63.63,14.725,459.8776877443124,NA,NA,1.375,1.665,54.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.055,NA,715.2132307692307,715.2132307692307,645.9732307692307,69.24,51.948687744312366
1294,9,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.116346153846152,6.92,NA,4.23,NA,NA,NA,28.62,NA,NA,28.62,3.06,11.45,67.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.04644402220065,104.365,NA,NA,16.51,27.46,404.3414440222006,NA,NA,NA,1.55,14.88,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,104.365,NA,674.94,674.94,674.94,NA,99.04644402220065
1295,1,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,76.5323076923077,NA,20.057596153846152,8.17,NA,NA,NA,NA,1.38,5.54,NA,NA,NA,NA,0.67,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,96.34313272419955,31.88,NA,NA,9.62,0.5,199.31313272419956,NA,NA,0.895,1.22,NA,NA,NA,1.675,NA,NA,NA,NA,NA,NA,NA,NA,31.88,NA,537.902,423.522,340.8302,59.6918,96.34313272419955
1296,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40.341923076923074,9.18,NA,3.3,NA,NA,9.44,13.62,NA,NA,10.71,3.06,7.31,7.06,NA,8.54,NA,NA,NA,NA,NA,NA,16.15,NA,NA,NA,NA,NA,53.586455920047655,76.2,NA,6.925,185.405,2.995,403.5964559200477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2,6.925,244.272,244.272,244.272,NA,53.586455920047655
1297,5,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26.012307692307694,12.69,NA,5.0765,NA,NA,27.23,6.23,NA,NA,57,3.06,3,19.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.90058085237322,138.45,NA,NA,217.70961538461535,27.27,693.9186962369887,1.545,2.245,NA,3.115,15.005,0.995,NA,NA,NA,NA,NA,18.6,0.325,NA,NA,NA,138.45,NA,1245.94,1245.94,999.92,138.24,116.90058085237322
1298,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11.39,NA,19.517716346153843,8.13,NA,NA,NA,NA,NA,7.75,NA,53.08,NA,3.06,6.54,14.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.95143484386209,39.915,NA,NA,19.975,0.675,198.16463484386207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.915,NA,249.272,249.272,198.572,50.7,39.95143484386209
1299,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,28.027644230769234,7.6,NA,1.8535,NA,NA,0.69,NA,9.55,8.14,NA,3.06,2.5,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55,NA,NA,65.7986306487254,14.235,NA,2.025,10,NA,204.8151306487254,NA,NA,NA,1.45,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.235,2.025,548.9381538461538,548.9381538461538,487.76815384615384,61.17,65.7986306487254
1300,5,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16.71778846153846,11.77,NA,6.65,NA,NA,6,NA,NA,NA,62.31,3.06,5.1,6.23,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.7181648616125,105.13,NA,3.84,18.225,14.175,1052.4381648616124,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.13,3.84,2667,2519.048,2003.51,630.05,219.7181648616125
1301,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,184.63,NA,17.337259615384614,11,NA,NA,NA,NA,10.81,NA,27.69,24.92,NA,3.06,0.58,7.44,7.15,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,27.69,NA,NA,220.7164372588246,30.745,32.13,4.5,NA,27.04,507.1815099567245,NA,NA,NA,0.7,NA,NA,4,1.75,NA,NA,NA,4.125,NA,NA,NA,7.75,30.745,4.5,579.19,579.19,470.37,61.33,220.7164372588246
1302,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,173.09,NA,17.909423076923076,NA,4.216923076923077,NA,NA,NA,4.58,16.39,NA,NA,42.73,3.06,4.24,7.53,NA,NA,NA,NA,NA,NA,NA,25.48,NA,NA,NA,NA,164.46,141.66,200.03668952015187,100.115,NA,NA,70.2,0.05,483.45168952015183,NA,NA,NA,NA,36.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.115,NA,1097.93,1097.93,779.83,228.48,200.03668952015187
1303,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,15.670745192307692,NA,3.689807692307692,3.56,NA,NA,2.28,11.02,36.72,22.38,NA,3.06,3.27,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.72,164.46,141.66,22.76435475226309,61.07,NA,NA,14.77,7.495,183.1193547522631,0.845,NA,NA,2.15,NA,1.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.07,NA,153.60815384615384,153.60815384615384,153.60815384615384,NA,22.76435475226309
1304,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,55.687916666666666,26.92,NA,4.235,NA,4.62,NA,18.46,NA,23.08,NA,3.06,8.94,17.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8508914506659,228.445,NA,37.195,27.5,442.875,1105.430891450666,4.075,4.7,NA,8.435,NA,NA,NA,NA,NA,NA,NA,40.2,NA,NA,NA,NA,228.445,37.195,2667,2519.048,2003.51,416.7,86.8508914506659
1305,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.97185096153846,1.77,NA,6.2205,329.69,NA,15,1.98,NA,NA,18.69,3.06,0.66,0.46,NA,NA,46.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.357341,115.875,45.895,34,52.5,96.3,1244.836841,NA,NA,2.35,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.875,34,2667,2519.048,1841.46,630.05,113.357341
1306,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20.33298076923077,9,NA,1.2705,NA,NA,7.85,11.31,NA,NA,11.31,3.06,0.58,10,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,100.78340770976696,74.89,NA,5.5,7.99,57.295,425.41290770976696,NA,0.375,1.99,NA,NA,1.475,NA,2.74,NA,NA,NA,NA,NA,NA,NA,NA,74.89,5.5,618.62,637.86,549.0072,51.5428,100.78340770976696
1307,1,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,20.170961538461537,6.92,NA,NA,NA,NA,NA,7.15,NA,NA,NA,3.06,4.04,17.41,NA,NA,26.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,26.96,15.145,NA,37.11,26.92,236.005,NA,NA,NA,1.72,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.96,NA,173.192,173.192,173.192,NA,1.16
1308,5,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,167.32,NA,25.702115384615382,11.54,NA,NA,NA,NA,23.55,36.93,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,204.49122826637247,75.315,11.145,NA,16.63,16.245,437.40122826637247,1.49,0.295,2.095,1.515,NA,0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.315,NA,793.6432307692307,1117.6732307692307,1025.8532307692308,57.2,204.49122826637247
1309,5,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,173.09,NA,23.237692307692306,10.15,NA,NA,NA,NA,12.5,8.31,NA,NA,NA,NA,8.54,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,212.96043279744313,118.445,NA,NA,NA,8.14,533.4804327974431,NA,4.795,NA,5.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,118.445,NA,1161.52,1161.52,1014.51,80.18,212.96043279744313
1310,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.13230769230769,3.85,NA,1.694,NA,NA,1.62,6.92,NA,NA,20.31,3.06,5.58,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.90142385085374,34.725,NA,NA,29.735,10.08,172.08742385085372,NA,NA,NA,0.87,28.855,2.2,NA,NA,NA,NA,NA,4.38,NA,NA,NA,NA,34.725,NA,351.5281538461538,351.5281538461538,313.0381538461538,38.49,53.90142385085374
1311,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,22.77456730769231,4.46,NA,1.353,NA,NA,4.54,NA,NA,NA,14.28,3.06,0.58,6.73,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.85383870789167,71.915,NA,27.495,51.155,142.285,499.2958387078917,NA,1.995,NA,1.395,NA,NA,NA,NA,NA,NA,NA,45.79,41.495,NA,NA,NA,71.915,27.495,2667,1866.68,858.5988,630.05,96.85383870789167
1312,1,3,1,NA,3,NA,1,NA,NA,NA,NA,NA,7.25,NA,30.63591346153846,NA,NA,NA,NA,NA,NA,5.77,22.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.62,NA,NA,11.083567254751676,5.4,NA,NA,NA,3.46,97.41356725475168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,214.73123076923076,214.73123076923076,214.73123076923076,NA,11.083567254751676
1313,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,34.03435897435897,23.08,NA,10.9175,23.08,NA,1.56,3.92,NA,NA,23.54,3.06,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.0899159574344,217.74,NA,15,178.035,92.135,1079.9674159574345,1.5,NA,NA,2.975,NA,NA,NA,NA,NA,NA,NA,8.345,NA,NA,NA,11.775,177.74,15,2570.96,2519.048,2003.51,23.08,148.0899159574344
1314,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19.48153846153846,NA,3.689807692307692,NA,NA,NA,NA,5.54,NA,NA,23.08,3.06,2.69,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,27.425101606343087,77.29,NA,8.495,31.255,0.49,182.37010160634307,NA,NA,NA,1.02,31.255,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA,NA,77.29,8.495,580.1532307692307,580.1532307692307,580.1532307692307,NA,27.425101606343087
1315,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,34.52717948717949,17.66,NA,4.444,NA,NA,NA,12.92,NA,NA,70.62,3.06,0.38,14.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.47853535026964,109.835,NA,38.215,NA,4.6,332.10453535026966,NA,NA,2.85,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.835,38.215,1970.26,2181.8,1675.1412,391.9088,74.47853535026964
1316,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,90.67,NA,19.14432692307692,3.46,NA,NA,NA,NA,7.39,31.66,NA,24.69,NA,3.06,3.46,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.26789981447124,26.05,NA,8.8,23.505,NA,228.18289981447123,NA,NA,NA,NA,23.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.05,8.8,418.01815384615384,418.01815384615384,365.62815384615385,52.39,113.26789981447124
1317,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,38.02471153846154,7.85,NA,4.8235,NA,NA,14.01,5.1,NA,NA,14.75,3.06,5.33,6.29,NA,NA,NA,153.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.35537914399522,105.82,NA,NA,170.425,105.3150492178328,750.281928361828,NA,NA,NA,NA,16.205,NA,NA,13.045,NA,NA,41.4,NA,NA,NA,NA,10.561514765349845,105.82,NA,1196.41,1213.72,1013.8418,122.4782,105.35537914399522
1318,2,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,126.93,NA,NA,NA,NA,NA,NA,NA,NA,9.23,NA,NA,NA,3.06,3.12,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,126.93,71.835,NA,5.915,73.99260286990402,12.995,432.717602869904,1.5,NA,2.1,1.125,15,1.75,NA,0.325,NA,NA,NA,2.3,NA,NA,NA,NA,71.835,5.915,418.63,418.63,415.63,NA,126.93
1319,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.85948717948718,NA,NA,2.442,NA,NA,4.69,13.85,NA,46.16,NA,3.06,7.69,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.27355435646867,127.995,NA,5.95,90.025,7.01,434.43155435646867,NA,NA,NA,0.64,15.745,NA,NA,NA,NA,NA,NA,2.92,NA,NA,NA,NA,127.995,5.95,1702.6381538461537,1702.6381538461537,1595.458153846154,66.97,61.27355435646867
1320,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32.83394230769231,NA,5.798269230769231,3.5255,NA,NA,16.16,14.25,NA,NA,46.16,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,214.2081712560775,63.415,NA,NA,NA,9.58,386.33267125607745,NA,NA,0.75,0.495,NA,2.585,NA,3.29,NA,NA,NA,5.495,NA,NA,NA,NA,63.415,NA,1447.49,1447.49,1100.61,250.64,214.2081712560775
1321,1,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,12.523846153846153,NA,3.1626923076923075,NA,NA,NA,15,4.62,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,164.46,141.66,8.923528533689028,18.185,16.375,NA,NA,0.545,96.52352853368902,NA,1.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6570355411954765,18.185,NA,381.262,381.262,381.262,NA,8.923528533689028
1322,4,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,126.93,NA,26.130961538461538,11.31,NA,NA,NA,NA,11.54,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,164.3119304650722,187.23,NA,16.1,28.265,20.435,597.9619304650722,3.985,NA,4.945,12.225,24.995,0.115,NA,2.245,NA,NA,NA,NA,NA,NA,NA,NA,187.23,16.1,866.54,866.54,739.45,76.4,164.3119304650722
